action	year	country	count
identified	1946	Honduras	8
identified	1946	Mexico	2
identified	1946	Nicaragua	2
identified	1946	Peru	1
identified	1946	United States	2
identified	1946	Venezuela	1
identified	1947	Argentina	1
identified	1947	Brazil	18
identified	1947	Colombia	4
identified	1947	Costa Rica	19
identified	1947	El Salvador	2
identified	1947	Honduras	14
identified	1947	Mexico	10
identified	1947	Nicaragua	3
identified	1947	Panama	2
identified	1947	Venezuela	4
identified	1947	Índia	1
identified	1948	Argentina	1
identified	1948	Brazil	7
identified	1948	Colombia	8
identified	1948	Dominican Republic	1
identified	1948	Ecuador	1
identified	1948	Honduras	2
identified	1948	Mexico	6
identified	1948	Panama	6
identified	1948	Peru	2
identified	1948	South Africa	1
identified	1948	Venezuela	3
identified	1949	Brazil	17
identified	1949	Colombia	5
identified	1949	Dominican Republic	1
identified	1949	Mexico	4
identified	1949	Nicaragua	2
identified	1949	United States	7
identified	1950	Belize	3
identified	1950	Brazil	24
identified	1950	Colombia	1
identified	1950	Cuba	1
identified	1950	Dominican Republic	1
identified	1950	Guatemala	1
identified	1950	Honduras	1
identified	1950	Mexico	7
identified	1950	Republic of Palau	2
identified	1950	United States	6
identified	1951	Brazil	22
identified	1951	Honduras	2
identified	1951	Mexico	13
identified	1951	United States	2
identified	1951	Venezuela	1
identified	1952	Brazil	27
identified	1952	Mexico	9
identified	1952	Suriname	1
identified	1952	United States	5
identified	1952	Brazil	4
identified	1953	Argentina	1
identified	1953	Brazil	34
identified	1953	Fiji	1
identified	1953	Jamaica	1
identified	1953	Mexico	6
identified	1953	United States	2
identified	1953	Venezuela	2
identified	1954	Brazil	4
identified	1954	Dominican Republic	1
identified	1954	French Guiana	2
identified	1954	Guyana	2
identified	1954	Mexico	13
identified	1954	Puerto Rico	2
identified	1954	United States	5
identified	1954	Venezuela	3
identified	1955	Brazil	9
identified	1955	Honduras	1
identified	1955	Mexico	4
identified	1955	South Africa	1
identified	1955	United States	2
identified	1955	Venezuela	8
identified	1956	Antigua and Barbuda	1
identified	1956	Australia	1
identified	1956	Brazil	9
identified	1956	Guyana	6
identified	1956	Mexico	8
identified	1956	Peru	2
identified	1956	Turkey	1
identified	1956	United States	2
identified	1956	Venezuela	4
identified	1957	Brazil	11
identified	1957	Dominican Republic	1
identified	1957	Mexico	16
identified	1957	United States	3
identified	1957	Venezuela	1
identified	1958	Brazil	5
identified	1958	Dominican Republic	2
identified	1958	Jamaica	1
identified	1958	Mexico	23
identified	1958	Peru	1
identified	1958	Venezuela	1
identified	1959	Belize	5
identified	1959	Brazil	9
identified	1959	Honduras	1
identified	1959	Mexico	131
identified	1959	United States	1
identified	1959	Venezuela	5
identified	1960	Belize	3
identified	1960	Brazil	30
identified	1960	Dominican Republic	1
identified	1960	French Guiana	2
identified	1960	Guiana	1
identified	1960	Mexico	36
identified	1960	Morocco	1
identified	1960	Panama	2
identified	1960	Venezuela	3
identified	1961	Brazil	24
identified	1961	Canada	1
identified	1961	Dominican Republic	4
identified	1961	French Guiana	6
identified	1961	Mexico	12
identified	1961	Nicaragua	1
identified	1961	Panama	2
identified	1961	United States	1
identified	1961	Venezuela	4
identified	1962	Brazil	29
identified	1962	Dominican Republic	1
identified	1962	Guyana	2
identified	1962	Mexico	23
identified	1962	Peru	1
identified	1963	Brazil	11
identified	1963	Colombia	1
identified	1963	Costa Rica	1
identified	1963	Dominican Republic	3
identified	1963	Guatemala	1
identified	1963	Guadeloupe	1
identified	1963	Guyana	3
identified	1963	Jamaica	1
identified	1963	Mexico	32
identified	1963	Panama	13
identified	1963	Puerto Rico	1
identified	1963	Suriname	3
identified	1964	Brazil	50
identified	1964	Colombia	1
identified	1964	Costa Rica	3
identified	1964	Dominica	2
identified	1964	Dominican Republic	1
identified	1964	Honduras	3
identified	1964	Mexico	97
identified	1964	Peru	3
identified	1964	United States	2
identified	1964	Venezuela	2
identified	1965	Brazil	85
identified	1965	Colombia	1
identified	1965	Costa Rica	1
identified	1965	United States	2
identified	1965	French Guiana	3
identified	1965	Guatemala	1
identified	1965	Mexico	170
identified	1965	Puerto Rico	1
identified	1965	Panama	1
identified	1965	Peru	2
identified	1965	Suriname	1
identified	1965	Venezuela	7
identified	1966	Bahamas	3
identified	1966	Bolivia	1
identified	1966	Brazil	162
identified	1966	French Guiana	2
identified	1966	Guatemala	1
identified	1966	Mexico	67
identified	1966	Nicaragua	2
identified	1966	Panama	4
identified	1966	Suriname	7
identified	1966	United States	1
identified	1966	Venezuela	1
identified	1967	Brazil	39
identified	1967	Colombia	2
identified	1967	Costa Rica	1
identified	1967	French Guiana	7
identified	1967	Guyana	1
identified	1967	Jamaica	1
identified	1967	Mexico	45
identified	1967	Panama	6
identified	1967	Venezuela	1
identified	1968	Brazil	112
identified	1968	Colombia	1
identified	1968	Dominican Republic	1
identified	1968	United States	1
identified	1968	French Guiana	7
identified	1968	Honduras	1
identified	1968	Mexico	2
identified	1968	Panama	2
identified	1968	Peru	2
identified	1968	Sri Lanka	3
identified	1969	Brazil	112
identified	1969	Sri Lanka	2
identified	1969	Colombia	3
identified	1969	Dominican Republic	1
identified	1969	El Salvador	1
identified	1969	Guatemala	3
identified	1969	Mexico	16
identified	1969	Panama	6
identified	1969	Sri Lanka	1
identified	1969	Venezuela	3
identified	1970	Belize	2
identified	1970	Brazil	80
identified	1970	Guatemala	6
identified	1970	Mexico	13
identified	1970	Nicaragua	2
identified	1970	Panama	3
identified	1970	Peru	4
identified	1970	Sri Lanka	1
identified	1970	Venezuela	3
identified	1971	Brazil	107
identified	1971	Colombia	2
identified	1971	Costa Rica	2
identified	1971	Ecuador	1
identified	1971	Mexico	10
identified	1971	Nicaragua	3
identified	1971	Panama	10
identified	1971	Peru	1
identified	1971	Venezuela	1
identified	1972	Brazil	53
identified	1972	Colombia	1
identified	1972	Ecuador	1
identified	1972	Mexico	18
identified	1972	Peru	3
identified	1972	United States	1
identified	1973	Brazil	253
identified	1973	Colombia	1
identified	1973	Ecuador	2
identified	1973	Honduras	1
identified	1973	Mexico	17
identified	1973	Panama	3
identified	1973	Peru	2
identified	1973	Venezuela	1
identified	1974	Brazil	141
identified	1974	Caribbean	1
identified	1974	Sri Lanka	2
identified	1974	Colombia	1
identified	1974	Ecuador	1
identified	1974	Guatemala	1
identified	1974	Honduras	1
identified	1974	Mexico	13
identified	1974	Peru	6
identified	1974	Sri Lanka	2
identified	1974	Venezuela	2
identified	1975	Argentina	1
identified	1975	Brazil	64
identified	1975	Costa Rica	1
identified	1975	Guatemala	3
identified	1975	Honduras	1
identified	1975	Mexico	19
identified	1975	Nicaragua	1
identified	1975	Peru	2
identified	1975	Venezuela	4
identified	1976	Brazil	28
identified	1976	Colombia	6
identified	1976	Costa Rica	1
identified	1976	Ecuador	1
identified	1976	French Guiana	1
identified	1976	Honduras	1
identified	1976	Mexico	62
identified	1976	Nicaragua	3
identified	1976	Panama	1
identified	1976	Peru	12
identified	1976	Suriname	1
identified	1977	Brazil	87
identified	1977	Colombia	2
identified	1977	Costa Rica	1
identified	1977	French Guiana	1
identified	1977	Guatemala	1
identified	1977	Mexico	41
identified	1977	Nicaragua	24
identified	1977	Peru	6
identified	1977	United States	2
identified	1977	Venezuela	10
identified	1978	Bolivia	2
identified	1978	Brazil	60
identified	1978	Costa Rica	3
identified	1978	Caribbean	2
identified	1978	Costa Rica	1
identified	1978	Mexico	53
identified	1978	Nicaragua	29
identified	1978	Peru	3
identified	1978	United States	4
identified	1978	Venezuela	9
identified	1979	Bolivia	1
identified	1979	Brazil	86
identified	1979	Colombia	10
identified	1979	Mexico	20
identified	1979	Nicaragua	27
identified	1979	Nigeria	1
identified	1979	Panama	1
identified	1979	Peru	8
identified	1979	Venezuela	6
identified	1980	Bolivia	2
identified	1980	Brazil	81
identified	1980	Colombia	3
identified	1980	Ecuador	2
identified	1980	French Guiana	1
identified	1980	Honduras	4
identified	1980	Mexico	16
identified	1980	Nicaragua	37
identified	1980	Panama	2
identified	1980	Paraguay	3
identified	1980	Peru	13
identified	1980	Venezuela	4
identified	1981	Belize	1
identified	1981	Bolivia	6
identified	1981	Brazil	30
identified	1981	Colombia	1
identified	1981	French Guiana	1
identified	1981	Mexico	19
identified	1981	Nicaragua	42
identified	1981	Panama	1
identified	1981	Peru	9
identified	1981	United States	1
identified	1981	Venezuela	7
identified	1982	Argentina	1
identified	1982	Bolivia	4
identified	1982	Brazil	71
identified	1982	Colombia	1
identified	1982	French Guiana	3
identified	1982	Guyana	1
identified	1982	Honduras	2
identified	1982	Mexico	26
identified	1982	Nicaragua	27
identified	1982	Panama	4
identified	1982	Paraguay	4
identified	1982	Peru	2
identified	1982	United States	1
identified	1982	Venezuela	9
identified	1983	Bolivia	2
identified	1983	Brazil	41
identified	1983	Colombia	6
identified	1983	Ecuador	1
identified	1983	French Guiana	2
identified	1983	Honduras	1
identified	1983	Mexico	15
identified	1983	Nicaragua	61
identified	1983	Panama	1
identified	1983	Paraguay	2
identified	1983	Peru	11
identified	1983	United States	1
identified	1983	Venezuela	3
identified	1984	Bolivia	5
identified	1984	Brazil	53
identified	1984	Colombia	6
identified	1984	Costa Rica	14
identified	1984	Ecuador	3
identified	1984	Honduras	1
identified	1984	Mexico	10
identified	1984	Nicaragua	62
identified	1984	Panama	1
identified	1984	Paraguay	2
identified	1984	Peru	6
identified	1984	United States	1
identified	1984	Venezuela	8
identified	1985	Bolivia	6
identified	1985	Brazil	57
identified	1985	Colombia	20
identified	1985	Costa Rica	8
identified	1985	Ecuador	1
identified	1985	French Guiana	3
identified	1985	French Guiana	3
identified	1985	Guyana	13
identified	1985	Mexico	5
identified	1985	Nicaragua	10
identified	1985	Paraguay	1
identified	1985	Peru	6
identified	1985	Venezuela	8
identified	1986	Bolivia	4
identified	1986	Brazil	54
identified	1986	Colombia	3
identified	1986	Costa Rica	4
identified	1986	French Guiana	3
identified	1986	Guyana	4
identified	1986	Mexico	11
identified	1986	Peru	5
identified	1986	Venezuela	7
identified	1987	Bolivia	4
identified	1987	Brazil	60
identified	1987	Colombia	30
identified	1987	Costa Rica	11
identified	1987	Ecuador	1
identified	1987	French Guiana	2
identified	1987	Guyana	3
identified	1987	Mexico	5
identified	1987	Paraguay	4
identified	1987	Peru	7
identified	1987	Venezuela	10
identified	1988	Bolivia	2
identified	1988	Brazil	22
identified	1988	Colombia	5
identified	1988	Costa Rica	5
identified	1988	Ecuador	3
identified	1988	French Guiana	6
identified	1988	Guatemala	8
identified	1988	Guyana	1
identified	1988	Mexico	11
identified	1988	Paraguay	20
identified	1988	Peru	7
identified	1988	Venezuela	12
identified	1989	Bolivia	4
identified	1989	Brazil	8
identified	1989	Colombia	3
identified	1989	Costa Rica	2
identified	1989	Ecuador	3
identified	1989	El Salvador	1
identified	1989	French Guiana	1
identified	1989	Guyana	5
identified	1989	Madagascar	1
identified	1989	Mexico	2
identified	1989	Panama	1
identified	1989	Paraguay	44
identified	1989	Peru	21
identified	1989	Venezuela	3
identified	1990	Bolivia	1
identified	1990	Brazil	43
identified	1990	Costa Rica	4
identified	1990	Ecuador	2
identified	1990	Guyana	4
identified	1990	Mexico	2
identified	1990	Paraguay	29
identified	1990	Peru	10
identified	1990	United States	4
identified	1990	Venezuela	4
identified	1991	Bolivia	6
identified	1991	Brazil	30
identified	1991	Colombia	1
identified	1991	Costa Rica	3
identified	1991	Ecuador	1
identified	1991	French Guiana	1
identified	1991	Guyana	1
identified	1991	Mexico	17
identified	1991	Panama	2
identified	1991	Paraguay	25
identified	1991	Peru	4
identified	1991	United States	1
identified	1992	Bolivia	5
identified	1992	Brazil	16
identified	1992	Colombia	2
identified	1992	Costa Rica	1
identified	1992	Guyana	7
identified	1992	Paraguay	15
identified	1992	Venezuela	11
identified	1993	Bolivia	5
identified	1993	Brazil	29
identified	1993	El Salvador	1
identified	1993	Ecuador	1
identified	1993	Mexico	1
identified	1993	Paraguay	4
identified	1993	Venezuela	1
identified	1994	Bolivia	17
identified	1994	Brazil	13
identified	1994	Ecuador	1
identified	1994	El Salvador	2
identified	1994	Guyana	3
identified	1995	Bolivia	12
identified	1995	Brazil	35
identified	1995	Ecuador	1
identified	1996	Bolivia	1
identified	1996	Brazil	2
identified	1997	Brazil	4
identified	1998	Brazil	3
identified	1998	Ecuador	1
identified	1998	Mexico	3
identified	1999	Brazil	2
identified	2000	Brazil	1
identified	2001	Brazil	1
identified	2001	Mexico	1
identified	2004	Brazil	2
identified	2007	Brazil	1
identified	2007	Peru	1
identified	2008	Brazil	4
identified	2008	Colombia	2
identified	2009	Bolivia	1
identified	2009	Brazil	2
recorded	1891	Mexico	1
recorded	1933	United States	1
recorded	1938	United States	5
recorded	1943	Venezuela	16
recorded	1944	Venezuela	27
recorded	1945	Venezuela	13
recorded	1949	United States	131
recorded	1950	United States	37
recorded	1951	United States	20
recorded	1952	United States	1
recorded	1953	United States	98
recorded	1954	United States	10
recorded	1956	Mexico	2
recorded	1957	Brazil	1
recorded	1957	United States	1
recorded	1958	Brazil	1
recorded	1958	United States	1
recorded	1959	United States	2
recorded	1959	Unknown	1
recorded	1960	Mexico	1
recorded	1960	United States	1
recorded	1961	Mexico	2
recorded	1962	Mexico	3
recorded	1962	Venezuela	38
recorded	1964	Mexico	2
recorded	1964	United States	2
recorded	1966	Jamaica	30
recorded	1966	Mexico	136
recorded	1968	Mexico	142
recorded	1969	Puerto Rico	1
recorded	1970	Sri Lanka	323
recorded	1971	Mexico	1
recorded	1972	Mexico	107
recorded	1973	United States	4
recorded	1974	Ecuador	1
recorded	1974	United States	7
recorded	1975	Mexico	256
recorded	1975	United States	19
recorded	1976	Mexico	3
recorded	1976	United States	32
recorded	1977	Israel	10
recorded	1977	Mexico	1
recorded	1977	United States	9
recorded	1978	Mexico	1
recorded	1978	United States	1
recorded	1979	United States	7
recorded	1980	United States	14
recorded	1981	Mexico	9
recorded	1981	United States	24
recorded	1982	United States	36
recorded	1983	United States	6
recorded	1984	Mexico	3
recorded	1984	United States	1
recorded	1985	United States	9
recorded	1987	Brazil	1
recorded	1987	United States	3
recorded	1988	United States	1
recorded	1990	Mexico	1
